time,latitude,longitude,name,basin,wind,pressure,status
 ,degrees_north,degrees_east, , ,kts,mb, 
2022-01-08 00:00:00,-12.6,147.7,TIFFANY,SP,25,1005,DB
2022-01-08 03:00:00,-12.9,147.8,TIFFANY,SP, , ,DB
2022-01-08 06:00:00,-13.1,147.9,TIFFANY,SP,25,1004,DB
2022-01-08 09:00:00,-13.2,147.9,TIFFANY,SP, , ,DB
2022-01-08 12:00:00,-13.3,148.0,TIFFANY,SP,30,1004,TD
2022-01-08 15:00:00,-13.5,148.0,TIFFANY,SP, , ,TD
2022-01-08 18:00:00,-13.7,147.9,TIFFANY,SP,30,1002,TD
2022-01-08 21:00:00,-13.8,147.5,TIFFANY,SP, , ,TD
2022-01-09 00:00:00,-14.0,147.2,TIFFANY,SP,30,1000,TS
2022-01-09 03:00:00,-14.0,147.0,TIFFANY,SP, , ,TS
2022-01-09 06:00:00,-14.1,146.8,TIFFANY,SP,40,995,TS
2022-01-09 09:00:00,-14.0,146.4,TIFFANY,SP, , ,TS
2022-01-09 12:00:00,-14.0,145.9,TIFFANY,SP,50,992,TS
2022-01-09 15:00:00,-14.0,145.4,TIFFANY,SP, , ,TS
2022-01-09 18:00:00,-14.1,144.9,TIFFANY,SP,50,990,TS
2022-01-09 21:00:00,-14.1,144.5,TIFFANY,SP,55,991,TS
2022-01-10 00:00:00,-14.3,144.2,TIFFANY,SP,55,992,TS
2022-01-10 03:00:00,-14.4,144.0,TIFFANY,SP,45,993,TS
2022-01-10 06:00:00,-14.6,143.7,TIFFANY,SP,35,994,TS
2022-01-10 09:00:00,-14.6,143.3,TIFFANY,SP, , ,TS
2022-01-10 12:00:00,-14.6,142.8,TIFFANY,SP,30,1003,TD
2022-01-10 15:00:00,-14.6,142.2,TIFFANY,SP, , ,TD
2022-01-10 18:00:00,-14.6,141.7,TIFFANY,SP,30,1002,TD
2022-01-10 21:00:00,-14.5,141.4,TIFFANY,SP, , ,TD
2022-01-11 00:00:00,-14.6,141.1,TIFFANY,SP,35,1000,TS
2022-01-11 03:00:00,-14.8,140.6,TIFFANY,SP, , ,TS
2022-01-11 06:00:00,-15.0,139.9,TIFFANY,SP,35,998,TS
2022-01-11 09:00:00,-15.0,139.0,TIFFANY,SP, , ,TS
2022-01-11 12:00:00,-14.9,138.1,TIFFANY,SP,50,995,TS
2022-01-11 15:00:00,-14.9,137.4,TIFFANY,SP, , ,TS
2022-01-11 18:00:00,-14.8,136.7,TIFFANY,SP,50,992,TS
2022-01-11 21:00:00,-14.7,136.1,TIFFANY,SP, , ,TS
2022-01-12 00:00:00,-14.7,135.5,TIFFANY,SP,50,988,TS
2022-01-12 03:00:00,-14.5,134.6,TIFFANY,SI, , ,TS
2022-01-12 06:00:00,-14.5,133.7,TIFFANY,SI,35,992,TS
2022-01-12 09:00:00,-14.6,133.2,TIFFANY,SI, , ,TS
2022-01-12 12:00:00,-14.8,132.8,TIFFANY,SI,30,998,TD
2022-01-12 15:00:00,-14.9,132.2,TIFFANY,SI, , ,TD
2022-01-12 18:00:00,-15.1,131.7,TIFFANY,SI,20,1000,TD
2022-01-12 21:00:00,-15.3,131.2,TIFFANY,SI, , ,TD
2022-01-13 00:00:00,-15.4,130.6,TIFFANY,SI,15,1002,TD
2022-01-13 03:00:00,-15.5,130.0,TIFFANY,SI, , ,TD
2022-01-13 06:00:00,-15.6,129.4,TIFFANY,SI,15,1000,DB
2022-01-13 09:00:00,-15.7,128.7,TIFFANY,SI, , ,DB
2022-01-13 12:00:00,-15.9,128.0,TIFFANY,SI,15,1000,DB
2022-01-13 15:00:00,-15.9,127.4,TIFFANY,SI, , ,DB
2022-01-13 18:00:00,-16.0,127.0,TIFFANY,SI,15,1000,DB
2022-01-13 21:00:00,-16.0,126.6,TIFFANY,SI, , ,DB
2022-01-14 00:00:00,-16.1,126.3,TIFFANY,SI,15,1000,DB
2022-01-14 03:00:00,-16.3,126.0,TIFFANY,SI, , ,DB
2022-01-14 06:00:00,-16.6,125.8,TIFFANY,SI,15,999,TD
2022-01-14 09:00:00,-16.7,125.7,TIFFANY,SI, , ,TD
2022-01-14 12:00:00,-16.8,125.6,TIFFANY,SI,15,998,TD
2022-01-14 15:00:00,-17.0,125.4,TIFFANY,SI, , ,TD
2022-01-14 18:00:00,-17.2,125.2,TIFFANY,SI,15,998,TD
2022-01-14 21:00:00,-17.4,125.0,TIFFANY,SI, , ,TD
2022-01-15 00:00:00,-17.8,124.9,TIFFANY,SI,15,997,DB
2022-01-15 03:00:00,-18.3,124.8,TIFFANY,SI, , ,DB
2022-01-15 06:00:00,-18.8,124.7,TIFFANY,SI,20,997,DB
2022-01-15 09:00:00,-19.2,124.8,TIFFANY,SI, , ,DB
2022-01-15 12:00:00,-19.7,125.0,TIFFANY,SI,20,998, 
2022-01-15 15:00:00,-20.4,125.2,TIFFANY,SI, , , 
2022-01-15 18:00:00,-21.0,125.6,TIFFANY,SI,20,998, 
2022-01-15 21:00:00,-21.4,125.9,TIFFANY,SI, , , 
2022-01-16 00:00:00,-21.8,126.3,TIFFANY,SI,25,992, 
2022-01-16 03:00:00,-22.6,126.8,TIFFANY,SI, , , 
2022-01-16 06:00:00,-23.3,127.3,TIFFANY,SI,25,992, 
2022-01-16 09:00:00,-23.8,127.6,TIFFANY,SI, , , 
2022-01-16 12:00:00,-24.1,127.9,TIFFANY,SI,25,992, 
2022-01-16 15:00:00,-24.4,128.2,TIFFANY,SI, , , 
2022-01-16 18:00:00,-24.7,128.4,TIFFANY,SI,25,992, 
2022-01-16 21:00:00,-25.0,128.7,TIFFANY,SI, , , 
2022-01-17 00:00:00,-25.3,129.0,TIFFANY,SI,30,992, 
2022-01-17 03:00:00,-25.6,129.4,TIFFANY,SI, , , 
2022-01-17 06:00:00,-26.0,129.9,TIFFANY,SI,30,992, 
2022-01-07 12:00:00,-17.4,172.8,CODY,SP, , ,TD
2022-01-07 15:00:00,-17.5,172.7,CODY,SP, , ,TD
2022-01-07 18:00:00,-17.7,172.7,CODY,SP,25, ,TD
2022-01-07 21:00:00,-17.9,172.7,CODY,SP, , ,TD
2022-01-08 00:00:00,-18.0,172.8,CODY,SP, , ,TS
2022-01-08 03:00:00,-18.1,173.0,CODY,SP, , ,TS
2022-01-08 06:00:00,-18.2,173.1,CODY,SP, , ,TS
2022-01-08 09:00:00,-18.3,173.3,CODY,SP, , ,TS
2022-01-08 12:00:00,-18.4,173.5,CODY,SP, , ,TS
2022-01-08 15:00:00,-18.3,173.8,CODY,SP, , ,TS
2022-01-08 18:00:00,-18.3,174.3,CODY,SP,30, ,TS
2022-01-08 21:00:00,-18.3,174.8,CODY,SP, , ,TS
2022-01-09 00:00:00,-18.3,175.3,CODY,SP, , ,TD
2022-01-09 03:00:00,-18.5,175.8,CODY,SP, , ,TD
2022-01-09 06:00:00,-18.8,176.3,CODY,SP,35, ,TS
2022-01-09 09:00:00,-19.1,176.7,CODY,SP, , ,TS
2022-01-09 12:00:00,-19.4,177.0,CODY,SP, , ,TS
2022-01-09 15:00:00,-19.6,177.2,CODY,SP, , ,TS
2022-01-09 18:00:00,-19.8,177.2,CODY,SP,35, ,TS
2022-01-09 21:00:00,-19.9,176.9,CODY,SP, , ,TS
2022-01-10 00:00:00,-20.0,176.6,CODY,SP,40, ,TS
2022-01-10 03:00:00,-20.2,176.3,CODY,SP, , ,TS
2022-01-10 06:00:00,-20.4,175.9,CODY,SP,45, ,TS
2022-01-10 09:00:00,-20.6,175.6,CODY,SP, , ,TS
2022-01-10 12:00:00,-20.7,175.1,CODY,SP,45, ,TS
2022-01-10 15:00:00,-20.7,174.6,CODY,SP, , ,TS
2022-01-10 18:00:00,-20.7,174.2,CODY,SP,45, ,TS
2022-01-10 21:00:00,-20.7,174.0,CODY,SP, , ,TS
2022-01-11 00:00:00,-20.8,173.8,CODY,SP,45, ,TS
2022-01-11 03:00:00,-20.9,173.7,CODY,SP, , ,TS
2022-01-11 06:00:00,-21.0,173.6,CODY,SP,50, ,TS
2022-01-11 09:00:00,-21.1,173.5,CODY,SP, , ,TS
2022-01-11 12:00:00,-21.3,173.5,CODY,SP,55, ,TS
2022-01-11 15:00:00,-21.5,173.6,CODY,SP, , ,TS
2022-01-11 18:00:00,-21.8,173.7,CODY,SP,60, ,TS
2022-01-11 21:00:00,-22.3,173.8,CODY,SP, , ,TS
2022-01-12 00:00:00,-22.8,173.9,CODY,SP,70, ,TS
2022-01-12 03:00:00,-23.1,173.9,CODY,SP, , ,TS
2022-01-12 06:00:00,-23.4,174.0,CODY,SP,65, ,TS
2022-01-12 09:00:00,-23.9,174.4,CODY,SP, , ,TS
2022-01-12 12:00:00,-24.3,174.7,CODY,SP,60, ,TS
2022-01-12 15:00:00,-24.6,174.9,CODY,SP, , ,TS
2022-01-12 18:00:00,-24.9,175.1,CODY,SP,50, ,TS
2022-01-12 21:00:00,-25.3,175.5,CODY,SP, , ,TS
2022-01-13 00:00:00,-25.6,175.9,CODY,SP,45,987,TS
2022-01-13 03:00:00,-25.9,176.2,CODY,SP, , ,TS
2022-01-13 06:00:00,-26.3,176.4,CODY,SP,45,987,TS
2022-01-13 09:00:00,-26.6,176.7,CODY,SP, , ,TS
2022-01-13 12:00:00,-26.9,176.9,CODY,SP,45,987,SS
2022-01-13 15:00:00,-27.2,177.1,CODY,SP, , ,SS
2022-01-13 18:00:00,-27.5,177.3,CODY,SP, , ,SS
2022-01-13 21:00:00,-27.7,177.3,CODY,SP, , ,SS
2022-01-14 00:00:00,-27.8,177.4,CODY,SP, , ,SS
2022-01-14 03:00:00,-27.9,177.7,CODY,SP, , ,SS
2022-01-14 06:00:00,-28.0,178.0,CODY,SP,45,987,SS
2022-01-14 09:00:00,-28.0,178.2,CODY,SP, , ,SS
2022-01-14 12:00:00,-28.1,178.5,CODY,SP, , ,SS
2022-01-14 15:00:00,-28.2,178.9,CODY,SP, , ,SS
2022-01-14 18:00:00,-28.3,179.3,CODY,SP, , ,SS
2022-01-14 21:00:00,-28.4,179.7,CODY,SP, , ,SS
2022-01-15 00:00:00,-28.5,180.1,CODY,SP, , ,SS
2022-01-15 03:00:00,-28.9,180.4,CODY,SP, , ,SS
2022-01-15 06:00:00,-29.3,180.8,CODY,SP, , ,SS
2022-01-15 09:00:00,-29.7,181.1,CODY,SP, , ,SS
2022-01-15 12:00:00,-30.1,181.3,CODY,SP, , ,SS
2022-01-15 15:00:00,-30.5,181.4,CODY,SP, , ,SS
2022-01-15 18:00:00,-30.9,181.6,CODY,SP, , , 
2022-01-15 21:00:00,-31.4,181.8,CODY,SP, , , 
2022-01-16 00:00:00,-31.9,182.1,CODY,SP, , , 
2022-01-16 03:00:00,-32.3,182.3,CODY,SP, , , 
2022-01-16 06:00:00,-32.8,182.5,CODY,SP, , , 
2022-01-16 09:00:00,-33.4,182.7,CODY,SP, , , 
2022-01-16 12:00:00,-34.1,182.9,CODY,SP, , , 
2022-01-16 15:00:00,-34.9,183.0,CODY,SP, , , 
2022-01-16 18:00:00,-35.7,183.0,CODY,SP, , , 
2022-01-16 21:00:00,-36.6,182.6,CODY,SP, , , 
2022-01-17 00:00:00,-37.6,182.2,CODY,SP, , , 
2022-01-17 03:00:00,-38.7,182.1,CODY,SP, , , 
2022-01-17 06:00:00,-39.6,182.2,CODY,SP, , , 
2022-01-17 09:00:00,-40.2,182.5,CODY,SP, , , 
2022-01-17 12:00:00,-40.7,182.8,CODY,SP, , , 
2022-01-17 15:00:00,-41.1,183.1,CODY,SP, , , 
2022-01-17 18:00:00,-41.5,183.4,CODY,SP, , , 
2022-01-17 21:00:00,-41.9,183.7,CODY,SP, , , 
2022-01-18 00:00:00,-42.4,184.2,CODY,SP, , , 
2022-01-18 03:00:00,-42.9,184.8,CODY,SP, , , 
2022-01-18 06:00:00,-43.4,185.5,CODY,SP, , , 
2022-01-18 09:00:00,-43.9,186.2,CODY,SP, , , 
2022-01-18 12:00:00,-44.4,186.9,CODY,SP, , , 
2022-01-18 15:00:00,-45.0,187.6,CODY,SP, , , 
2022-01-18 18:00:00,-45.6,188.4,CODY,SP, , , 
2022-01-18 21:00:00,-46.3,189.2,CODY,SP, , , 
2022-01-19 00:00:00,-47.1,190.1,CODY,SP, , , 
2022-01-19 03:00:00,-47.9,191.1,CODY,SP, , , 
2022-01-19 06:00:00,-48.7,192.1,CODY,SP, , , 
2022-01-19 09:00:00,-49.5,193.3,CODY,SP, , , 
2022-01-19 12:00:00,-50.3,194.5,CODY,SP, , , 
2022-01-20 00:00:00,-12.9,59.7,ANA,SI,25,1005,DB
2022-01-20 03:00:00,-13.4,59.3,ANA,SI, , ,DB
2022-01-20 06:00:00,-13.8,59.1,ANA,SI,25,1005,TD
2022-01-20 09:00:00,-14.1,58.9,ANA,SI, , ,TD
2022-01-20 12:00:00,-14.4,58.9,ANA,SI,25,1004,TD
2022-01-20 15:00:00,-14.7,58.8,ANA,SI, , ,TD
2022-01-20 18:00:00,-15.0,58.8,ANA,SI,25,1003,TS
2022-01-20 21:00:00,-15.2,58.7,ANA,SI, , ,TS
2022-01-21 00:00:00,-15.5,58.5,ANA,SI,25,1003,TS
2022-01-21 03:00:00,-16.0,58.1,ANA,SI, , ,TS
2022-01-21 06:00:00,-16.5,57.7,ANA,SI,25,1002,TD
2022-01-21 09:00:00,-16.8,57.3,ANA,SI, , ,TD
2022-01-21 12:00:00,-17.1,56.8,ANA,SI,25,1004,TD
2022-01-21 15:00:00,-17.2,56.0,ANA,SI, , ,TD
2022-01-21 18:00:00,-17.4,54.9,ANA,SI,25,1003,TD
2022-01-21 21:00:00,-17.6,53.8,ANA,SI, , ,TD
2022-01-22 00:00:00,-17.8,52.7,ANA,SI,30,1000,TD
2022-01-22 03:00:00,-17.8,51.4,ANA,SI, , ,TD
2022-01-22 06:00:00,-17.7,50.3,ANA,SI,40,995,TS
2022-01-22 09:00:00,-17.6,49.3,ANA,SI, , ,TS
2022-01-22 12:00:00,-17.6,48.4,ANA,SI,20,1000,TD
2022-01-22 15:00:00,-17.4,47.5,ANA,SI, , ,TD
2022-01-22 18:00:00,-17.2,46.8,ANA,SI,20,1005,TD
2022-01-22 21:00:00,-16.8,46.4,ANA,SI, , ,TD
2022-01-23 00:00:00,-16.5,46.2,ANA,SI,20,1005,DB
2022-01-23 03:00:00,-16.1,45.7,ANA,SI, , ,DB
2022-01-23 06:00:00,-15.8,45.3,ANA,SI,25,1000,TD
2022-01-23 09:00:00,-15.6,44.7,ANA,SI, , ,TD
2022-01-23 12:00:00,-15.6,44.2,ANA,SI,30,998,TS
2022-01-23 15:00:00,-15.7,43.9,ANA,SI, , ,TS
2022-01-23 18:00:00,-15.9,43.6,ANA,SI,30,996,TS
2022-01-23 21:00:00,-16.0,42.9,ANA,SI, , ,TS
2022-01-24 00:00:00,-16.1,42.1,ANA,SI,40,993,TS
2022-01-24 03:00:00,-16.2,41.3,ANA,SI, , ,TS
2022-01-24 06:00:00,-16.3,40.4,ANA,SI,50,987,TS
2022-01-24 09:00:00,-16.3,39.6,ANA,SI, , ,TS
2022-01-24 12:00:00,-16.4,38.8,ANA,SI,40,992,TS
2022-01-24 15:00:00,-16.5,37.9,ANA,SI, , ,TS
2022-01-24 18:00:00,-16.5,37.0,ANA,SI,30,994,TS
2022-01-24 21:00:00,-16.6,36.0,ANA,SI, , ,TS
2022-01-25 00:00:00,-16.6,35.1,ANA,SI,30,996,TD
2022-01-25 03:00:00,-16.5,34.4,ANA,SI, , ,TD
2022-01-25 06:00:00,-16.4,33.7,ANA,SI,25,1000,DB
2022-01-25 09:00:00,-16.4,32.9,ANA,SI, , ,DB
2022-01-25 12:00:00,-16.5,31.9,ANA,SI,25,1002, 
2022-01-24 00:00:00,-9.4,89.7,BATSIRAI,SI,20,1006, 
2022-01-24 03:00:00,-9.6,89.6,BATSIRAI,SI, , , 
2022-01-24 06:00:00,-9.7,89.5,BATSIRAI,SI,20,1006, 
2022-01-24 09:00:00,-9.8,89.5,BATSIRAI,SI, , , 
2022-01-24 12:00:00,-10.0,89.6,BATSIRAI,SI,22,1005, 
2022-01-24 15:00:00,-10.1,89.7,BATSIRAI,SI, , , 
2022-01-24 18:00:00,-10.3,89.9,BATSIRAI,SI,23,1004, 
2022-01-24 21:00:00,-10.6,90.1,BATSIRAI,SI, , , 
2022-01-25 00:00:00,-10.9,90.4,BATSIRAI,SI, , , 
2022-01-25 03:00:00,-11.2,90.7,BATSIRAI,SI, , , 
2022-01-25 06:00:00,-11.6,90.9,BATSIRAI,SI, , ,DB
2022-01-25 09:00:00,-11.9,91.1,BATSIRAI,SI, , ,DB
2022-01-25 12:00:00,-12.3,91.1,BATSIRAI,SI, , ,DB
2022-01-25 15:00:00,-12.9,90.9,BATSIRAI,SI, , ,DB
2022-01-25 18:00:00,-13.4,90.5,BATSIRAI,SI, , ,TD
2022-01-25 21:00:00,-13.8,90.0,BATSIRAI,SI, , ,TD
2022-01-26 00:00:00,-14.1,89.4,BATSIRAI,SI,25,1003,TD
2022-01-26 03:00:00,-14.4,88.7,BATSIRAI,SI, , ,TD
2022-01-26 06:00:00,-14.6,88.0,BATSIRAI,SI,28,1001,TD
2022-01-26 09:00:00,-14.7,87.3,BATSIRAI,SI, , ,TD
2022-01-26 12:00:00,-14.9,86.7,BATSIRAI,SI,30,1000,TD
2022-01-26 15:00:00,-15.3,85.9,BATSIRAI,SI, , ,TD
2022-01-26 18:00:00,-15.7,85.1,BATSIRAI,SI,40,994,TD
2022-01-26 21:00:00,-16.0,84.3,BATSIRAI,SI, , ,TD
2022-01-27 00:00:00,-16.3,83.4,BATSIRAI,SI,50,988,TS
2022-01-27 03:00:00,-16.6,82.5,BATSIRAI,SI, , ,TS
2022-01-27 06:00:00,-17.0,81.7,BATSIRAI,SI,60,982,TS
2022-01-27 09:00:00,-17.5,80.7,BATSIRAI,SI, , ,TS
2022-01-27 12:00:00,-17.9,79.8,BATSIRAI,SI,85,965,TY
2022-01-27 15:00:00,-18.1,78.7,BATSIRAI,SI, , ,TY
2022-01-27 18:00:00,-18.2,77.7,BATSIRAI,SI,70,977,TY
2022-01-27 21:00:00,-18.3,76.8,BATSIRAI,SI, , ,TY
2022-01-28 00:00:00,-18.4,76.1,BATSIRAI,SI,50,992,TS
2022-01-28 03:00:00,-18.5,75.3,BATSIRAI,SI, , ,TS
2022-01-28 06:00:00,-18.5,74.6,BATSIRAI,SI,45,995,TS
2022-01-28 09:00:00,-18.5,74.0,BATSIRAI,SI, , ,TS
2022-01-28 12:00:00,-18.5,73.5,BATSIRAI,SI,40,998,TS
2022-01-28 15:00:00,-18.4,73.0,BATSIRAI,SI, , ,TS
2022-01-28 18:00:00,-18.3,72.6,BATSIRAI,SI,45,994,TS
2022-01-28 21:00:00,-18.3,72.1,BATSIRAI,SI, , ,TS
2022-01-29 00:00:00,-18.3,71.6,BATSIRAI,SI,50,990,TS
2022-01-29 03:00:00,-18.2,71.2,BATSIRAI,SI, , ,TS
2022-01-29 06:00:00,-18.2,70.7,BATSIRAI,SI,65,978,TS
2022-01-29 09:00:00,-18.0,70.3,BATSIRAI,SI, , ,TS
2022-01-29 12:00:00,-17.9,69.9,BATSIRAI,SI,80,965,TY
2022-01-29 15:00:00,-17.8,69.5,BATSIRAI,SI, , ,TY
2022-01-29 18:00:00,-17.8,69.1,BATSIRAI,SI,85,962,TY
2022-01-29 21:00:00,-17.6,68.6,BATSIRAI,SI, , ,TY
2022-01-30 00:00:00,-17.5,68.1,BATSIRAI,SI,85,962,TY
2022-01-30 03:00:00,-17.3,67.6,BATSIRAI,SI, , ,TY
2022-01-30 06:00:00,-17.1,67.1,BATSIRAI,SI,90,957,TY
2022-01-30 09:00:00,-16.8,66.5,BATSIRAI,SI, , ,TY
2022-01-30 12:00:00,-16.7,66.0,BATSIRAI,SI,95,952,TY
2022-01-30 15:00:00,-16.6,65.6,BATSIRAI,SI, , ,TY
2022-01-30 18:00:00,-16.6,65.3,BATSIRAI,SI,85,963,TY
2022-01-30 21:00:00,-16.5,64.9,BATSIRAI,SI, , ,TY
2022-01-31 00:00:00,-16.3,64.5,BATSIRAI,SI,65,980,TY
2022-01-31 03:00:00,-16.1,64.1,BATSIRAI,SI, , ,TY
2022-01-31 06:00:00,-15.9,63.8,BATSIRAI,SI,65,980,TY
2022-01-31 09:00:00,-15.8,63.5,BATSIRAI,SI, , ,TY
2022-01-31 12:00:00,-15.8,63.2,BATSIRAI,SI,60,985,TY
2022-01-31 15:00:00,-15.8,63.1,BATSIRAI,SI, , ,TY
2022-01-31 18:00:00,-16.0,62.9,BATSIRAI,SI,60,983,TY
2022-01-31 21:00:00,-16.2,62.6,BATSIRAI,SI, , ,TY
2022-02-01 00:00:00,-16.4,62.3,BATSIRAI,SI,65,978,TY
2022-02-01 03:00:00,-16.6,61.7,BATSIRAI,SI, , ,TY
2022-02-01 06:00:00,-16.8,61.1,BATSIRAI,SI,70,972,TY
2022-02-01 09:00:00,-16.9,60.5,BATSIRAI,SI, , ,TY
2022-02-01 12:00:00,-17.2,60.1,BATSIRAI,SI,80,957,TY
2022-02-01 15:00:00,-17.3,59.6,BATSIRAI,SI, , ,TY
2022-02-01 18:00:00,-17.5,59.1,BATSIRAI,SI,80,955,TY
2022-02-01 21:00:00,-17.8,58.7,BATSIRAI,SI, , ,TY
2022-02-02 00:00:00,-18.1,58.3,BATSIRAI,SI,90,943,TY
2022-02-02 03:00:00,-18.3,58.0,BATSIRAI,SI, , ,TY
2022-02-02 06:00:00,-18.6,57.6,BATSIRAI,SI,100,933,TY
2022-02-02 09:00:00,-18.7,57.1,BATSIRAI,SI, , ,TY
2022-02-02 12:00:00,-18.8,56.7,BATSIRAI,SI,110,923,TY
2022-02-02 15:00:00,-18.9,56.4,BATSIRAI,SI, , ,TY
2022-02-02 18:00:00,-18.9,56.1,BATSIRAI,SI,100,933,TY
2022-02-02 21:00:00,-19.0,55.9,BATSIRAI,SI, , ,TY
2022-02-03 00:00:00,-19.0,55.7,BATSIRAI,SI,90,942,TY
2022-02-03 03:00:00,-19.0,55.5,BATSIRAI,SI, , ,TY
2022-02-03 06:00:00,-19.1,55.4,BATSIRAI,SI,85,945,TY
2022-02-03 09:00:00,-19.1,55.2,BATSIRAI,SI, , ,TY
2022-02-03 12:00:00,-19.2,55.0,BATSIRAI,SI,85,945,TY
2022-02-03 15:00:00,-19.3,54.8,BATSIRAI,SI, , ,TY
2022-02-03 18:00:00,-19.3,54.5,BATSIRAI,SI,85,945,TY
2022-02-03 21:00:00,-19.3,54.2,BATSIRAI,SI, , ,TY
2022-02-04 00:00:00,-19.3,53.8,BATSIRAI,SI,90,945,TY
2022-02-04 03:00:00,-19.3,53.4,BATSIRAI,SI, , ,TY
2022-02-04 06:00:00,-19.3,53.1,BATSIRAI,SI,90,943,TY
2022-02-04 09:00:00,-19.4,52.8,BATSIRAI,SI, , ,TY
2022-02-04 12:00:00,-19.4,52.5,BATSIRAI,SI,95,938,TY
2022-02-04 15:00:00,-19.5,52.2,BATSIRAI,SI, , ,TY
2022-02-04 18:00:00,-19.6,52.0,BATSIRAI,SI,95,938,TY
2022-02-04 21:00:00,-19.7,51.6,BATSIRAI,SI, , ,TY
2022-02-05 00:00:00,-19.8,51.3,BATSIRAI,SI,90,943,TY
2022-02-05 03:00:00,-20.0,50.9,BATSIRAI,SI, , ,TY
2022-02-05 06:00:00,-20.3,50.5,BATSIRAI,SI,85,948,TY
2022-02-05 09:00:00,-20.5,49.9,BATSIRAI,SI, , ,TY
2022-02-05 12:00:00,-20.8,49.4,BATSIRAI,SI,90,943,TY
2022-02-05 15:00:00,-20.9,48.8,BATSIRAI,SI, , ,TY
2022-02-05 18:00:00,-21.0,48.3,BATSIRAI,SI,80,955,TY
2022-02-05 21:00:00,-21.1,47.5,BATSIRAI,SI, , ,TY
2022-02-06 00:00:00,-21.4,46.7,BATSIRAI,SI,50, ,TS
2022-02-06 03:00:00,-21.8,45.9,BATSIRAI,SI, , ,TS
2022-02-06 06:00:00,-22.2,45.2,BATSIRAI,SI,35, ,TS
2022-02-06 09:00:00,-22.5,44.7,BATSIRAI,SI, , ,TS
2022-02-06 12:00:00,-22.8,44.3,BATSIRAI,SI,32,990,TS
2022-02-06 15:00:00,-22.9,43.7,BATSIRAI,SI, , ,TS
2022-02-06 18:00:00,-23.0,43.1,BATSIRAI,SI,35,988,TS
2022-02-06 21:00:00,-23.0,42.6,BATSIRAI,SI, , ,TS
2022-02-07 00:00:00,-23.1,42.3,BATSIRAI,SI,37,987,TS
2022-02-07 03:00:00,-23.3,42.1,BATSIRAI,SI, , ,TS
2022-02-07 06:00:00,-23.7,42.0,BATSIRAI,SI,40,985,TD
2022-02-07 09:00:00,-24.0,42.0,BATSIRAI,SI, , ,TD
2022-02-07 12:00:00,-24.4,41.9,BATSIRAI,SI,43,983,TS
2022-02-07 15:00:00,-24.9,41.8,BATSIRAI,SI, , ,TS
2022-02-07 18:00:00,-25.3,41.6,BATSIRAI,SI,47,980,TS
2022-02-07 21:00:00,-25.7,41.5,BATSIRAI,SI, , ,TS
2022-02-08 00:00:00,-26.0,41.4,BATSIRAI,SI,45,981,TS
2022-02-08 03:00:00,-26.4,41.5,BATSIRAI,SI, , ,TS
2022-02-08 06:00:00,-26.8,41.7,BATSIRAI,SI,42,983,TS
2022-02-08 09:00:00,-27.3,41.8,BATSIRAI,SI, , ,TS
2022-02-08 12:00:00,-27.9,41.9,BATSIRAI,SI,42,983,SS
2022-02-08 15:00:00,-28.5,42.0,BATSIRAI,SI, , ,SS
2022-02-08 18:00:00,-29.2,42.1,BATSIRAI,SI,42,983,SS
2022-02-08 21:00:00,-29.8,42.2,BATSIRAI,SI, , ,SS
2022-02-09 00:00:00,-30.5,42.4,BATSIRAI,SI,43,982,SD
2022-02-09 03:00:00,-31.4,42.6,BATSIRAI,SI, , ,SD
2022-02-09 06:00:00,-32.4,42.9,BATSIRAI,SI,43,982,SD
2022-02-09 09:00:00,-33.4,43.0,BATSIRAI,SI, , ,SD
2022-02-09 12:00:00,-34.3,43.1,BATSIRAI,SI,42,983,SD
2022-02-09 15:00:00,-35.0,43.1,BATSIRAI,SI, , ,SD
2022-02-09 18:00:00,-35.8,43.5,BATSIRAI,SI,40,984, 
2022-02-09 21:00:00,-36.5,44.2,BATSIRAI,SI, , , 
2022-02-10 00:00:00,-37.2,45.4,BATSIRAI,SI,40,984, 
2022-02-10 03:00:00,-37.8,46.9,BATSIRAI,SI, , , 
2022-02-10 06:00:00,-38.4,48.7,BATSIRAI,SI,40,986, 
2022-02-10 09:00:00,-39.0,50.5,BATSIRAI,SI, , , 
2022-02-10 12:00:00,-39.5,52.4,BATSIRAI,SI,40,986, 
2022-01-29 18:00:00,-14.2,147.4,UNNAMED,SP,20,1001,DB
2022-01-29 21:00:00,-14.0,147.7,UNNAMED,SP, , ,DB
2022-01-30 00:00:00,-13.9,148.0,UNNAMED,SP,25,1003,TD
2022-01-30 03:00:00,-13.7,148.2,UNNAMED,SP, , ,TD
2022-01-30 06:00:00,-13.6,148.6,UNNAMED,SP,30,999,TD
2022-01-30 09:00:00,-13.7,149.0,UNNAMED,SP, , ,TD
2022-01-30 12:00:00,-14.0,149.4,UNNAMED,SP,30,1000,TD
2022-01-30 15:00:00,-14.1,149.7,UNNAMED,SP, , ,TD
2022-01-30 18:00:00,-14.2,149.9,UNNAMED,SP,30,999,TS
2022-01-30 21:00:00,-14.2,150.0,UNNAMED,SP, , ,TS
2022-01-31 00:00:00,-14.2,150.1,UNNAMED,SP,30,1000,TS
2022-01-31 03:00:00,-14.3,150.5,UNNAMED,SP, , ,TS
2022-01-31 06:00:00,-14.4,150.9,UNNAMED,SP,35,995,TS
2022-01-31 09:00:00,-14.5,151.3,UNNAMED,SP, , ,TS
